,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,Home.Ownership_OWN,Home.Ownership_RENT,Employment.Length.NaN
256,16800.0,16.4,0.0,1308,7.02,23,6666.67,677,8.0,16211.0,1.0,0.0,0,0,0
257,18775.0,10.16,0.0,1308,25.33,4,5850.0,717,20.0,27573.0,0.0,3.0,0,0,0
258,8000.0,15.33,0.0,1308,16.04,10,6416.67,677,8.0,25573.0,3.0,6.0,0,0,0
259,5000.0,14.27,0.0,1308,17.0,10,5000.0,672,9.0,14748.0,3.0,1.0,1,0,0
260,9500.0,6.54,0.0,444,14.43,27,7500.0,727,13.0,100233.0,0.0,10.0,0,0,0
261,8000.0,12.12,0.0,1308,24.98,19,3166.67,692,10.0,5428.0,0.0,10.0,0,1,0
262,15000.0,11.89,0.0,1308,12.42,10,5000.0,717,15.0,31563.0,3.0,0.0,0,0,0
263,11000.0,7.62,0.0,1308,12.35,31,7666.67,737,6.0,12461.0,1.0,7.0,1,0,0
264,9000.0,14.11,0.0,1308,8.21,5,4167.0,672,7.0,19696.0,1.0,3.0,0,0,0
265,12000.0,11.49,0.0,1308,12.85,14,2708.33,707,8.0,12150.0,1.0,0.0,0,1,0
266,5600.0,7.49,0.0,1308,24.74,43,2583.0,742,6.0,2454.0,1.0,2.0,0,1,0
267,16350.0,7.9,0.0,444,25.03,22,4541.67,732,7.0,25731.0,0.0,9.0,1,0,0
268,23000.0,11.99,0.0,444,20.81,18,7000.0,727,10.0,21598.0,3.0,10.0,0,0,0
269,3000.0,9.76,0.0,1308,21.82,41,1100.0,722,4.0,2413.0,0.0,10.0,1,0,1
270,8000.0,8.9,0.0,200,2.93,31,5000.0,712,8.0,5540.0,0.0,2.0,0,1,0
271,18000.0,13.99,1.0,1308,2.13,35,4364.58,727,9.0,1721.0,3.0,3.0,0,0,0
272,6000.0,6.03,0.0,444,5.65,2,7083.33,752,15.0,5747.0,0.0,4.0,0,0,0
273,7000.0,14.33,0.0,1308,5.46,35,3333.33,692,4.0,8889.0,1.0,2.0,0,1,0
274,6000.0,15.8,0.0,1308,19.56,43,1666.67,677,7.0,5291.0,0.0,0.0,1,0,0
275,10000.0,5.42,0.0,152,1.69,5,8000.0,797,6.0,8974.0,0.0,3.0,0,0,0
276,5075.0,5.99,0.0,1308,20.1,35,5000.0,792,9.0,269.0,3.0,3.0,0,0,0
277,14000.0,11.99,1.0,1308,14.01,3,4583.33,722,9.0,3539.0,0.0,3.0,0,0,0
278,25000.0,13.98,1.0,1308,8.91,41,10833.33,722,11.0,35046.0,2.0,0.0,0,1,0
279,18650.0,20.49,0.0,1308,20.07,32,4833.33,662,12.0,17740.0,0.0,10.0,0,0,0
280,35000.0,20.49,0.0,1308,20.82,39,12333.33,702,23.0,36870.0,0.0,10.0,0,0,0
281,10000.0,11.86,0.0,101,11.15,11,13333.0,707,12.0,36672.0,2.0,1.0,1,0,0
282,10000.0,15.31,0.0,1308,18.6,31,2500.0,667,8.0,9092.0,1.0,0.0,0,1,0
283,6200.0,8.59,0.0,200,19.1,44,5000.0,742,17.0,9367.0,0.0,1.0,0,1,0
284,7000.0,8.9,0.0,152,14.69,17,5416.67,722,14.0,15272.0,1.0,3.0,0,0,0
285,15000.0,14.61,0.0,101,9.17,39,3000.0,732,8.0,0.0,2.0,0.0,0,1,0
286,7575.0,9.76,0.0,1308,10.99,39,2375.0,727,3.0,5640.0,0.0,3.0,0,1,0
287,3000.0,8.94,0.0,200,13.42,31,4500.0,722,9.0,2541.0,2.0,0.0,0,1,0
288,30000.0,10.16,0.0,152,2.21,31,9583.33,767,7.0,4454.0,3.0,10.0,0,0,0
289,18000.0,12.12,1.0,200,14.89,41,8333.33,732,7.0,4038.0,0.0,5.0,0,0,0
290,15350.0,13.49,1.0,1308,28.63,43,3200.0,732,6.0,9946.0,1.0,10.0,0,0,0
291,10000.0,13.11,0.0,444,7.56,35,2500.0,687,8.0,10906.0,0.0,7.0,0,1,0
292,27925.0,22.47,1.0,1308,3.94,10,7000.0,687,14.0,9914.0,2.0,10.0,0,0,1
293,6000.0,7.9,0.0,1308,10.75,37,2883.33,727,8.0,4813.0,0.0,4.0,0,0,0
294,7200.0,6.92,0.0,444,11.72,36,7083.33,782,6.0,15933.0,1.0,3.0,0,0,0
295,10000.0,14.11,0.0,1308,16.52,6,4583.0,682,16.0,18707.0,1.0,3.0,0,0,0
296,12250.0,15.05,0.0,1308,23.8,11,7416.67,662,13.0,19136.0,1.0,8.0,0,0,0
297,20000.0,14.91,0.0,1308,19.43,41,6250.0,717,12.0,14308.0,1.0,5.0,0,0,0
298,15000.0,17.77,0.0,1308,18.24,11,6000.0,672,16.0,14513.0,2.0,10.0,0,0,0
299,28000.0,21.67,1.0,1308,13.07,7,14166.67,672,12.0,10311.0,0.0,1.0,0,0,0
300,18000.0,22.47,1.0,20,1.92,10,4583.33,662,6.0,4243.0,3.0,7.0,0,1,0
301,10000.0,18.49,0.0,87,13.37,34,11250.0,667,13.0,16740.0,2.0,10.0,0,0,0
302,10000.0,14.27,0.0,1308,10.97,14,7500.0,667,6.0,7778.0,0.0,7.0,0,1,0
303,16000.0,18.55,0.0,1308,23.88,20,5653.67,662,12.0,16223.0,0.0,5.0,0,1,0
304,6500.0,7.51,0.0,200,1.5,17,3208.33,807,5.0,269.0,0.0,10.0,0,0,0
305,28625.0,13.11,1.0,1308,21.31,39,4833.33,742,9.0,35863.0,0.0,5.0,0,0,0
306,10000.0,11.71,0.0,200,8.69,31,2750.0,697,6.0,6621.0,0.0,3.0,0,1,0
307,2000.0,17.27,0.0,152,20.51,11,3750.0,672,10.0,1371.0,1.0,7.0,0,0,0
308,10000.0,14.09,0.0,444,8.48,37,3750.0,677,4.0,3776.0,0.0,3.0,0,0,0
309,5000.0,7.62,0.0,1308,8.43,32,2916.67,742,6.0,12444.0,1.0,10.0,0,0,0
310,12100.0,16.89,0.0,87,11.16,39,6166.67,667,5.0,2081.0,0.0,4.0,0,0,0
311,15000.0,13.11,0.0,1308,33.12,31,4166.67,697,10.0,13198.0,0.0,9.0,0,1,0
312,10000.0,11.14,1.0,1308,15.82,44,3250.0,797,5.0,11319.0,1.0,6.0,0,1,0
313,10850.0,17.77,0.0,1308,33.9,35,2708.33,662,7.0,9577.0,0.0,8.0,1,0,0
314,24000.0,12.12,0.0,1308,16.24,28,4500.0,702,8.0,29098.0,1.0,10.0,0,1,0
315,18000.0,19.22,1.0,1308,16.04,4,4666.67,677,14.0,14878.0,3.0,10.0,0,0,0
316,11350.0,14.09,0.0,1308,27.41,4,2783.33,677,14.0,11031.0,0.0,0.0,0,1,0
317,26500.0,13.11,0.0,152,13.99,5,5833.33,747,8.0,64504.0,2.0,5.0,0,1,0
318,4950.0,14.33,0.0,1308,8.95,10,2916.67,677,11.0,7931.0,2.0,6.0,1,0,0
319,1000.0,15.31,0.0,1308,29.45,39,2166.67,667,9.0,1748.0,0.0,6.0,0,0,0
320,9000.0,11.83,0.0,50,0.48,20,4833.0,717,6.0,0.0,1.0,4.0,0,1,0
321,12000.0,21.98,1.0,1308,12.94,32,2866.5,667,5.0,9626.0,1.0,10.0,0,0,0
322,31300.0,22.95,1.0,1308,34.06,20,5833.33,667,11.0,25344.0,0.0,5.0,1,0,0
323,5000.0,7.9,0.0,87,7.75,14,5500.0,727,11.0,16396.0,3.0,0.0,0,0,0
324,21000.0,18.75,1.0,1308,31.71,29,9583.33,697,19.0,30589.0,1.0,10.0,0,0,0
325,7000.0,17.77,0.0,444,8.02,33,6000.0,692,5.0,6623.0,0.0,10.0,0,1,0
326,17975.0,18.55,0.0,1308,18.55,10,4833.33,672,10.0,17448.0,0.0,7.0,0,1,0
327,30000.0,21.0,1.0,1308,17.12,39,8666.67,712,8.0,47503.0,0.0,6.0,0,0,0
328,1500.0,9.63,0.0,200,16.98,4,7725.0,697,14.0,30626.0,0.0,6.0,0,0,0
329,3000.0,22.11,1.0,200,0.0,22,1471.0,692,3.0,10976.0,0.0,6.0,1,0,0
330,8400.0,9.25,1.0,50,22.47,29,4833.33,762,6.0,19187.0,0.0,3.0,0,0,0
331,8500.0,16.83,0.0,1308,14.68,14,5000.0,682,9.0,0.0,8.0,10.0,0,1,0
332,16500.0,11.71,1.0,87,12.07,32,2750.0,777,11.0,2316.0,1.0,4.0,0,0,0
333,19000.0,18.75,1.0,152,17.4,22,4000.0,697,7.0,5246.0,2.0,10.0,1,0,0
334,3600.0,6.62,0.0,444,9.35,39,2000.0,737,17.0,1710.0,0.0,1.0,0,1,0
335,3625.0,14.09,0.0,1308,11.32,10,3895.0,667,9.0,12251.0,0.0,10.0,0,0,0
336,28000.0,18.55,0.0,1308,8.99,18,6666.67,702,6.0,14189.0,2.0,10.0,0,0,1
337,10800.0,12.12,0.0,1308,26.7,28,5833.33,697,6.0,27585.0,0.0,5.0,0,1,0
338,6000.0,14.09,0.0,1308,24.25,4,4000.0,682,12.0,24934.0,1.0,10.0,0,1,0
339,4800.0,13.11,0.0,29,4.61,39,2666.67,692,3.0,7911.0,0.0,0.0,0,1,0
340,12000.0,5.79,1.0,1308,22.13,44,4166.67,782,12.0,14464.0,1.0,10.0,0,0,0
341,6000.0,13.61,1.0,101,20.85,5,2700.0,697,10.0,10932.0,2.0,2.0,0,0,0
342,10000.0,13.11,0.0,444,19.01,32,7500.0,682,11.0,14426.0,1.0,9.0,0,0,0
343,12000.0,7.88,0.0,15,14.79,5,3333.33,762,8.0,1357.0,0.0,2.0,0,1,0
344,19050.0,14.33,1.0,1308,11.08,5,5000.0,742,16.0,19988.0,4.0,3.0,0,0,0
345,10000.0,15.96,0.0,1308,13.09,5,4416.67,667,9.0,23870.0,1.0,10.0,0,1,0
346,10000.0,10.16,0.0,200,13.11,31,4285.5,712,17.0,11724.0,0.0,0.0,0,1,0
347,15650.0,21.74,0.0,20,13.86,20,3700.0,662,5.0,10605.0,1.0,4.0,0,1,0
348,6400.0,10.74,0.0,1308,19.23,8,3833.33,692,13.0,10451.0,0.0,0.0,0,1,0
349,4225.0,6.03,0.0,87,14.52,31,2583.33,752,17.0,3907.0,0.0,4.0,0,0,0
350,21000.0,20.5,1.0,1308,18.42,31,8083.33,682,11.0,31080.0,2.0,5.0,0,0,0
351,10000.0,10.75,1.0,152,4.05,20,8750.0,797,7.0,0.0,1.0,2.0,0,0,0
352,9000.0,13.06,1.0,1308,5.74,5,3678.08,712,8.0,7556.0,2.0,4.0,0,1,0
353,21000.0,14.33,1.0,1308,6.16,32,8333.33,717,10.0,22196.0,0.0,10.0,0,0,0
354,12000.0,14.09,0.0,39,15.33,5,8666.67,697,10.0,9624.0,1.0,1.0,0,1,0
355,1000.0,13.11,0.0,1308,30.71,4,1833.33,672,7.0,6283.0,0.0,3.0,0,1,0
356,20000.0,14.09,0.0,1308,34.91,39,4583.33,712,8.0,6510.0,1.0,2.0,0,0,0
357,10000.0,15.31,0.0,444,9.55,39,4166.67,672,11.0,11551.0,0.0,4.0,1,0,0
358,3500.0,11.49,0.0,152,14.43,21,9166.67,692,12.0,34944.0,2.0,10.0,0,0,0
359,20000.0,18.49,0.0,1308,21.8,5,6666.67,687,20.0,22990.0,6.0,10.0,0,1,0
360,18000.0,13.11,0.0,1308,26.54,34,4166.67,672,11.0,16680.0,0.0,10.0,0,0,0
361,18200.0,10.16,0.0,444,7.95,31,4750.0,722,13.0,16184.0,2.0,3.0,0,1,0
362,10200.0,12.42,0.0,1308,17.86,6,5833.33,707,9.0,9817.0,2.0,4.0,0,0,0
363,4000.0,7.9,1.0,50,4.48,39,4000.0,802,16.0,6696.0,0.0,0.0,1,0,0
364,28000.0,7.9,0.0,87,5.81,43,7000.0,802,8.0,771.0,2.0,9.0,0,0,0
365,4800.0,18.75,0.0,200,10.89,29,5833.33,672,9.0,17943.0,0.0,10.0,0,0,0
366,8000.0,17.99,0.0,1308,21.11,5,8583.33,672,15.0,14584.0,3.0,5.0,0,0,0
367,15000.0,7.9,0.0,1308,5.59,23,2916.67,772,13.0,14290.0,1.0,9.0,0,1,0
368,15000.0,15.99,0.0,200,11.34,37,8583.33,677,6.0,3844.0,2.0,7.0,0,0,0
369,23000.0,7.62,0.0,50,6.51,5,25000.0,812,10.0,227.0,0.0,10.0,0,0,0
370,14000.0,13.11,0.0,444,16.78,5,5500.0,682,10.0,4919.0,0.0,7.0,0,1,0
371,10000.0,12.49,0.0,152,20.56,20,3448.33,662,10.0,18749.0,5.0,0.0,0,0,0
372,12000.0,6.03,0.0,101,2.55,23,3416.67,787,6.0,3732.0,0.0,10.0,0,0,0
373,4500.0,17.27,0.0,1308,16.59,35,4666.67,677,24.0,893.0,1.0,3.0,0,1,0
374,7500.0,8.0,0.0,200,7.17,16,3750.0,797,14.0,9409.0,1.0,7.0,0,0,0
375,25000.0,13.11,0.0,1308,18.52,5,5000.0,777,11.0,4345.0,3.0,2.0,0,1,0
376,16000.0,15.58,1.0,1308,12.86,43,5427.42,702,11.0,19407.0,1.0,5.0,0,0,0
377,5000.0,12.68,0.0,1308,9.2,10,3500.0,697,6.0,3555.0,0.0,1.0,0,1,0
378,15000.0,17.99,0.0,1308,21.04,39,5319.17,677,13.0,5613.0,3.0,2.0,0,0,0
379,10500.0,12.12,0.0,101,5.42,31,5000.0,702,4.0,502.0,0.0,2.0,0,1,0
380,21250.0,18.75,0.0,444,26.53,18,4500.0,672,15.0,25287.0,2.0,10.0,1,0,0
381,7125.0,7.62,0.0,152,7.96,11,2500.0,807,5.0,577.0,0.0,1.0,1,0,0
382,14000.0,7.9,0.0,444,21.69,14,3162.25,732,12.0,13579.0,0.0,9.0,0,1,0
383,3000.0,7.49,0.0,200,21.16,35,2500.0,802,3.0,1298.0,0.0,2.0,0,1,0
384,24000.0,9.99,1.0,1308,8.08,2,8083.33,767,9.0,13559.0,0.0,10.0,0,0,0
385,7200.0,12.12,0.0,1308,18.61,5,3208.33,682,8.0,9849.0,0.0,1.0,1,0,0
386,25000.0,21.27,0.0,444,8.33,5,12500.0,672,3.0,26057.0,0.0,10.0,0,0,0
387,16000.0,16.29,0.0,1308,20.62,10,5416.67,682,13.0,14246.0,1.0,0.0,0,1,0
388,28000.0,20.49,1.0,87,4.36,21,8416.67,712,11.0,1327.0,0.0,5.0,0,1,0
389,12000.0,17.93,1.0,1308,0.72,17,6500.0,672,4.0,1549.0,1.0,10.0,0,0,0
390,14000.0,11.99,1.0,1308,19.52,39,6333.33,707,12.0,32213.0,0.0,0.0,0,0,0
391,7200.0,7.9,0.0,1308,12.13,28,2333.33,727,7.0,6262.0,1.0,2.0,0,1,0
392,20800.0,6.62,0.0,444,15.64,5,10833.33,712,11.0,15192.0,0.0,10.0,0,0,0
393,9450.0,14.33,0.0,1308,24.51,31,2916.67,672,12.0,11555.0,0.0,4.0,0,1,0
394,5000.0,9.76,0.0,444,28.28,26,4583.33,697,15.0,38092.0,0.0,10.0,0,0,0
395,35000.0,8.9,0.0,1308,20.46,7,9166.67,737,19.0,21536.0,0.0,1.0,0,1,0
396,35000.0,13.49,1.0,87,10.63,4,15583.33,762,10.0,9.0,1.0,6.0,0,0,0
397,6000.0,15.31,0.0,200,15.91,22,3833.33,672,11.0,5760.0,1.0,10.0,0,1,0
398,25000.0,15.31,1.0,1308,3.98,31,5666.67,747,6.0,11079.0,0.0,3.0,0,1,0
399,35000.0,11.71,1.0,87,8.07,5,7500.0,747,6.0,5660.0,0.0,3.0,0,0,0
400,2575.0,6.76,0.0,15,4.8,19,6875.0,762,6.0,4678.0,2.0,3.0,0,1,0
401,13000.0,10.74,0.0,1308,19.25,5,3200.0,717,7.0,28032.0,1.0,0.0,0,1,0
402,4200.0,14.61,0.0,15,15.28,5,6333.33,667,11.0,15578.0,0.0,1.0,0,1,0
403,12000.0,12.68,1.0,1308,22.72,31,5000.0,702,19.0,9002.0,0.0,10.0,0,1,1
404,5000.0,10.99,0.0,29,23.25,28,2000.0,692,8.0,8339.0,0.0,0.0,0,1,0
405,12000.0,17.27,0.0,1308,20.07,5,5416.67,662,7.0,3747.0,0.0,0.0,0,1,0
406,4750.0,17.27,0.0,200,18.33,10,3583.33,757,11.0,2964.0,2.0,5.0,0,0,0
407,6000.0,12.12,0.0,1308,4.94,44,4333.33,692,12.0,9656.0,2.0,5.0,0,0,0
408,12000.0,6.62,0.0,1308,4.73,43,7083.33,747,9.0,6578.0,1.0,10.0,0,0,0
409,11400.0,8.9,0.0,1308,14.27,5,5641.67,742,9.0,11092.0,1.0,10.0,0,0,0
410,6000.0,7.62,0.0,1308,9.33,5,8315.67,732,8.0,6239.0,0.0,2.0,0,1,0
411,12000.0,12.12,0.0,101,31.34,31,4166.67,712,21.0,28703.0,2.0,3.0,1,0,0
412,3200.0,12.61,0.0,444,16.72,5,6476.0,667,14.0,80837.0,4.0,10.0,0,0,0
413,25875.0,18.49,1.0,1308,13.83,29,6000.0,717,8.0,12316.0,2.0,10.0,0,0,0
414,12300.0,7.88,0.0,1308,22.14,32,4738.67,747,18.0,10666.0,2.0,5.0,0,0,0
415,6250.0,10.25,0.0,1308,18.04,10,2400.0,722,5.0,14863.0,0.0,10.0,0,0,0
416,25000.0,18.49,1.0,1308,10.08,5,7666.67,717,12.0,14631.0,2.0,3.0,0,1,0
417,3500.0,15.31,0.0,200,7.14,31,5000.0,687,2.0,14064.0,0.0,1.0,0,1,0
418,15000.0,15.21,1.0,1308,14.65,5,5416.67,702,11.0,9171.0,2.0,10.0,0,1,0
419,16000.0,14.09,1.0,87,7.78,35,4166.67,737,6.0,4240.0,3.0,2.0,0,1,0
420,10000.0,15.31,0.0,1308,19.98,33,6041.67,672,7.0,6458.0,0.0,1.0,0,0,0
421,6000.0,11.89,0.0,101,11.55,35,2917.0,737,4.0,1003.0,2.0,1.0,0,1,0
422,4800.0,12.21,0.0,39,9.41,5,6250.0,697,10.0,21069.0,0.0,0.0,0,1,0
423,10000.0,12.21,0.0,29,10.45,19,7667.0,702,9.0,17328.0,0.0,2.0,0,1,0
424,11750.0,10.99,0.0,1308,10.3,26,4583.33,702,6.0,5613.0,0.0,3.0,0,1,0
425,4750.0,14.72,0.0,87,3.0,6,866.67,662,6.0,740.0,0.0,10.0,1,0,1
426,4750.0,22.47,0.0,1308,24.45,40,1333.33,667,9.0,4752.0,2.0,0.0,0,1,0
427,22000.0,21.98,0.0,1308,11.19,39,6666.67,667,9.0,23124.0,0.0,10.0,0,0,0
428,20000.0,10.25,0.0,1308,17.51,9,7833.33,762,14.0,49898.0,0.0,5.0,0,0,0
429,13025.0,13.11,0.0,444,7.75,40,4333.33,677,6.0,13029.0,0.0,10.0,0,0,0
430,6000.0,13.35,0.0,1308,21.36,30,5000.0,667,11.0,4363.0,3.0,10.0,0,0,0
431,18000.0,6.03,0.0,1308,10.75,5,7916.67,737,13.0,14007.0,2.0,7.0,0,0,0
432,16300.0,14.91,0.0,444,24.17,10,5222.0,677,11.0,40988.0,1.0,10.0,0,0,0
433,8400.0,14.27,0.0,1308,11.95,26,4166.67,682,10.0,16634.0,1.0,10.0,0,0,0
434,20000.0,8.9,0.0,444,17.08,6,4916.67,732,10.0,14952.0,2.0,4.0,0,1,0
435,25000.0,15.01,0.0,1308,24.59,11,15416.67,697,24.0,150000.0,7.0,2.0,0,0,0
436,21725.0,19.22,1.0,1308,22.48,18,3629.58,677,7.0,19685.0,0.0,10.0,1,0,0
437,4500.0,11.14,0.0,200,34.74,43,2700.0,692,13.0,6747.0,0.0,10.0,0,1,0
438,22250.0,14.09,0.0,444,32.1,22,6583.33,692,18.0,44868.0,0.0,10.0,0,0,0
439,5000.0,10.99,0.0,1308,19.88,39,3200.0,702,7.0,387.0,0.0,3.0,0,1,0
440,8000.0,13.11,0.0,1308,6.74,40,4583.33,667,13.0,9085.0,1.0,10.0,0,0,0
441,2400.0,10.37,0.0,39,9.54,22,3166.67,677,6.0,2174.0,0.0,1.0,0,0,0
442,35000.0,17.27,0.0,1308,22.74,5,6750.0,677,15.0,24626.0,1.0,10.0,0,1,0
443,12000.0,10.0,0.0,1308,12.32,44,5000.0,717,6.0,4515.0,1.0,7.0,0,0,0
444,12000.0,13.3,0.0,1308,12.77,5,3000.0,662,15.0,8480.0,4.0,6.0,0,1,0
445,20000.0,15.8,0.0,444,13.13,7,5000.0,692,10.0,17981.0,1.0,3.0,0,1,0
446,17500.0,7.9,0.0,87,7.97,5,5416.67,812,4.0,17.0,0.0,0.0,0,1,0
447,10050.0,14.33,0.0,1308,6.07,5,2916.67,712,9.0,7413.0,1.0,6.0,0,1,0
448,6000.0,8.9,0.0,200,17.16,31,12500.0,717,12.0,60368.0,2.0,0.0,0,0,0
449,2200.0,8.9,0.0,1308,14.02,5,7083.33,717,10.0,14980.0,1.0,10.0,0,1,0
450,1000.0,7.9,0.0,152,17.07,10,3333.33,722,8.0,3186.0,1.0,3.0,0,0,0
451,16000.0,11.11,1.0,1308,9.9,23,2958.33,767,6.0,8943.0,2.0,0.0,0,1,0
452,14675.0,13.11,0.0,1308,24.74,39,3166.67,712,14.0,5727.0,0.0,0.0,0,1,0
453,10000.0,7.9,0.0,1308,26.09,19,2916.67,722,10.0,15957.0,0.0,10.0,0,1,0
454,12000.0,13.11,0.0,1308,17.04,43,4583.33,697,9.0,41871.0,0.0,3.0,0,0,0
455,1550.0,12.12,0.0,200,11.21,5,5083.33,682,9.0,5755.0,0.0,6.0,0,1,0
456,24000.0,11.14,1.0,1308,20.98,8,8000.0,707,9.0,20247.0,0.0,2.0,1,0,0
457,6400.0,11.71,0.0,444,14.88,41,4166.67,682,7.0,15055.0,0.0,1.0,0,1,0
458,5000.0,14.33,0.0,1308,11.12,10,2916.67,677,5.0,4114.0,0.0,10.0,0,1,0
459,4500.0,11.71,0.0,1308,15.87,5,3333.33,677,15.0,11963.0,0.0,6.0,0,0,0
460,12000.0,19.05,0.0,444,19.61,16,4583.33,662,8.0,8970.0,0.0,10.0,0,0,0
461,5400.0,6.03,0.0,444,4.16,38,2333.33,807,9.0,4224.0,0.0,6.0,1,0,0
462,11100.0,11.14,0.0,444,29.55,29,4000.0,717,10.0,13410.0,3.0,6.0,0,0,0
463,27575.0,19.05,1.0,152,10.61,19,13125.0,672,16.0,25980.0,1.0,6.0,0,0,0
464,3000.0,10.2,0.0,101,0.33,7,4583.33,802,3.0,37.0,0.0,0.0,0,1,0
465,22350.0,14.07,0.0,152,3.66,31,11250.0,672,8.0,10753.0,2.0,1.0,1,0,0
466,10000.0,15.27,0.0,39,4.02,14,4480.0,672,9.0,7614.0,2.0,1.0,0,1,0
467,10000.0,12.53,0.0,1308,10.81,5,7158.33,702,15.0,23152.0,0.0,6.0,0,1,0
468,17000.0,8.94,0.0,21,2.19,5,10000.0,777,15.0,63646.0,1.0,0.0,0,0,0
469,5000.0,11.86,0.0,101,4.0,39,5577.0,717,3.0,1069.0,0.0,1.0,0,1,0
470,10000.0,17.77,0.0,1308,26.32,6,2500.0,682,6.0,17543.0,1.0,7.0,0,1,0
471,20000.0,19.72,1.0,1308,24.78,11,5416.67,677,12.0,33166.0,0.0,10.0,0,0,0
472,5000.0,12.12,0.0,444,20.26,36,6250.0,677,19.0,33500.0,0.0,10.0,0,0,0
473,18550.0,7.9,0.0,1308,16.93,11,5416.67,727,10.0,28877.0,0.0,3.0,0,0,0
474,12000.0,7.29,0.0,200,16.15,41,11667.0,722,9.0,113671.0,0.0,4.0,0,0,0
475,5800.0,22.45,1.0,200,11.86,5,1416.67,667,3.0,6077.0,2.0,6.0,0,1,0
476,20000.0,12.53,0.0,200,3.65,4,5200.0,782,3.0,9231.0,0.0,7.0,0,0,0
477,8500.0,7.62,0.0,444,13.67,10,4333.33,722,11.0,15284.0,0.0,4.0,0,1,0
478,6250.0,7.49,0.0,444,23.97,3,2900.0,732,13.0,21536.0,0.0,2.0,0,0,0
479,4200.0,20.49,1.0,200,28.8,30,3166.67,662,16.0,7728.0,3.0,1.0,0,1,0
480,17600.0,8.9,0.0,1308,16.58,6,4166.67,752,8.0,235.0,1.0,8.0,0,0,0
481,10000.0,12.87,0.0,1308,21.28,11,8333.33,717,24.0,9470.0,1.0,0.0,0,0,0
482,7200.0,20.49,1.0,200,15.14,28,5166.67,672,10.0,14585.0,3.0,3.0,0,1,0
483,6000.0,7.9,0.0,444,9.31,39,1750.0,707,14.0,5056.0,0.0,6.0,1,0,0
484,12000.0,12.68,1.0,444,9.55,41,9750.0,707,9.0,17259.0,0.0,8.0,0,0,0
485,15000.0,11.86,0.0,1308,12.2,3,5000.0,707,9.0,3470.0,3.0,10.0,0,0,0
486,31050.0,7.9,0.0,1308,18.82,11,6500.0,772,15.0,71549.0,0.0,9.0,0,0,0
487,24000.0,22.47,1.0,1308,30.97,41,10104.17,677,14.0,37686.0,0.0,10.0,0,0,0
488,15800.0,11.14,0.0,1308,21.88,33,8333.33,747,7.0,29860.0,0.0,0.0,1,0,0
489,10000.0,7.9,0.0,101,12.8,28,6666.67,732,11.0,9261.0,0.0,1.0,0,1,0
490,20000.0,7.88,1.0,50,12.51,11,19583.0,792,9.0,5213.0,0.0,4.0,0,0,0
491,7200.0,7.62,0.0,50,7.97,5,8333.33,732,12.0,25430.0,0.0,6.0,0,1,0
492,3000.0,13.11,0.0,1308,32.21,38,2583.33,672,13.0,6683.0,0.0,1.0,0,0,0
493,14000.0,9.63,0.0,1308,13.06,5,9083.33,762,21.0,46017.0,3.0,10.0,0,0,0
494,10000.0,14.09,0.0,1308,15.02,36,6000.0,687,13.0,8178.0,0.0,8.0,0,0,0
495,27050.0,19.05,1.0,1308,12.89,21,5083.33,692,8.0,15793.0,0.0,6.0,0,0,0
496,3225.0,7.62,0.0,1308,17.79,5,5833.33,762,5.0,70323.0,1.0,10.0,0,0,0
497,8000.0,17.77,0.0,444,34.56,14,3291.67,727,25.0,18518.0,0.0,2.0,0,1,0
498,15000.0,7.9,0.0,444,22.24,5,2666.67,737,15.0,11105.0,0.0,0.0,0,1,0
499,7750.0,10.74,0.0,1308,6.51,40,2916.67,707,5.0,6889.0,0.0,6.0,0,0,0
500,7500.0,8.9,0.0,1308,10.02,9,5500.0,717,9.0,2382.0,0.0,6.0,0,1,0
501,6000.0,14.96,0.0,87,11.55,39,7083.33,762,7.0,5341.0,0.0,2.0,0,1,0
502,14000.0,17.51,1.0,152,16.44,27,4666.67,697,11.0,10948.0,3.0,10.0,1,0,0
503,20000.0,21.98,1.0,444,25.48,31,6416.67,672,15.0,14115.0,0.0,10.0,0,0,0
504,6000.0,17.27,0.0,1308,6.91,14,4025.67,667,6.0,6652.0,2.0,5.0,0,0,0
505,12000.0,10.99,0.0,444,9.46,26,12083.33,722,7.0,43299.0,2.0,3.0,0,0,0
506,9750.0,20.49,0.0,200,10.55,43,3033.33,662,13.0,8688.0,1.0,4.0,0,1,0
507,1200.0,18.25,0.0,200,24.12,32,1700.0,662,2.0,0.0,3.0,4.0,0,1,0
508,25000.0,11.86,0.0,1308,7.43,39,5250.0,732,9.0,18318.0,4.0,10.0,0,0,0
509,2200.0,15.31,0.0,1308,28.84,5,4750.0,677,13.0,26552.0,0.0,10.0,0,1,1
510,16000.0,23.76,1.0,444,27.06,39,5416.67,667,18.0,24610.0,3.0,1.0,0,1,0
511,6775.0,13.11,0.0,1308,10.2,26,6666.67,687,14.0,5457.0,2.0,0.0,0,1,0
512,12000.0,15.8,0.0,444,9.33,39,10000.0,677,11.0,22312.0,1.0,10.0,0,0,0
513,20000.0,8.9,0.0,1308,3.18,26,17500.0,737,6.0,28579.0,2.0,8.0,0,0,0
514,12000.0,12.12,0.0,444,7.24,31,10416.67,712,10.0,31489.0,1.0,2.0,0,0,0
